project_id,area_sqkm,population_density,infrastructure_type,land_cost_per_sqkm,construction_cost_index,distance_to_city_center,existing_infrastructure_score,environmental_factors,zoning_complexity,project_duration_years,total_cost_millions
13,41.705910719620874,4541.5435213876135,Industrial,344979.4873307507,1.4328244905181915,2.2732337952884802,0.8445095402199347,0.7458066724201653,0.8608089181108101,5.563428931429103,580058.38
14,11.01078597857467,782.3023184762163,Public,67908.70730104364,1.0241268171999072,19.957262094247298,0.5020363383964457,0.509217104850371,0.4852137243381104,1.168572628543779,199836.5
15,9.50033587675148,2708.8613431485637,Mixed,318957.05098555656,1.2691777832310516,23.444147735886496,0.8309491433851393,0.5739773693869854,0.4470370441255136,4.5244169282939986,417878.32
16,9.578523237744974,2114.368452743462,Commercial,441363.14818323526,0.9315325121588915,24.601044816192452,0.48115333877654676,0.6890774092803709,0.8487418501925839,1.6735853932426457,348123.2
17,15.559991026497118,1801.9822986683291,Public,450874.4667303351,1.2373567791031077,15.311766297157398,0.3336800702125071,0.8418653467552695,0.780110718662008,5.276324621411943,334667.15
18,26.475443365795773,4509.1833938676355,Mixed,252066.99216648276,1.0355152462722572,6.9556773560095735,0.22671456389268593,0.6142092284159679,0.7766845504482345,4.795134821676049,579320.7
19,21.88127842278473,206.93464419989857,Public,256686.6596958832,0.9478457810115661,22.379602640244975,0.508573370208816,0.7115072231208813,0.6868442072804357,4.999465239742504,166334.37
20,14.915842439803075,3352.5694622603864,Industrial,84636.13235360781,1.0192274354925446,21.291679237475776,0.9228474429578255,0.7786725323582334,0.6945048399435841,1.4079817184319467,452043.95
21,30.786718288757783,4820.632727646397,Industrial,351844.26144936605,0.9251887479554596,8.141851288992024,0.3911892702045412,0.9442962473116461,0.8149882537143776,4.254547071536491,600455.95
22,7.404946102276071,2844.8240989630253,Industrial,419566.7391677805,1.4313412754865178,27.198824920020996,0.36521053194382724,0.6630352511635617,0.4890017367848367,7.808354641899249,478309.9
23,14.961160102493299,4690.43006396215,Industrial,160094.77457212086,1.0780308204219902,4.026772284402041,0.9758566281928323,0.5667791329317418,0.546937926099869,4.320229360182581,564269.28
24,18.634911243037738,356.06360850151646,Residential,239585.3967350141,0.9716955134820572,29.497958948148444,0.22000329028047372,0.7446361129488042,0.9101457393640384,7.436547573486226,221973.81
25,23.075464218743278,2152.0872634633906,Mixed,427477.70154437167,1.1138854887111531,25.947186518346474,0.8286257203150036,0.873360800842031,0.5162056407085104,4.325308512703599,359902.22
26,39.366210088954176,1374.7731757140507,Mixed,444704.2104480296,1.0243753167645469,20.94906071889318,0.4570959645926963,0.5549298785263668,0.6824166999655092,4.809154973411678,284596.29
27,10.383852216838807,3681.022728405576,Industrial,159430.99111890167,1.3210934776693282,28.22374676011515,0.2299903654957275,0.7123417458484802,0.7918476248046789,6.075029015463395,559909.4
28,25.954604701473773,4908.355743436508,Residential,297756.7855436139,1.4798539383198461,21.947023881387526,0.934242032167667,0.5088925706312417,0.9999473787832236,9.556137431263743,678483.47
29,29.824521158671104,1356.9973059768142,Industrial,136621.91778612218,1.106623559688353,6.523252913871332,0.3117138641676669,0.5167795908236256,0.6047039320467323,1.9797440198198966,246720.34
30,2.7992954296398875,3305.455547222965,Residential,95845.44386280044,1.4027233799805683,13.82252800527154,0.6414234269805563,0.7414766816083328,0.5996650136374606,1.296223917950563,457561.26
31,30.573470169121197,1070.6784005227266,Industrial,460004.2256263809,1.1961041514917337,3.0735877056174252,0.41924336594363826,0.6490986490754647,0.8898118656035672,6.4716146542904065,240606.93
32,8.94094412252093,2870.1182474008883,Commercial,419228.37690444913,0.9100649655659635,12.300065246355347,0.25215424174775286,0.922553649502706,0.8638521778819042,9.541873800355837,444537.83
33,3.7200538527713363,2373.2691847728474,Commercial,392015.70581142826,1.2834359194569391,22.50648757237905,0.23993798853070328,0.8010771530632271,0.8117531172141839,9.907508192992434,435093.6
34,47.469834094039996,4862.826115194532,Public,71944.84346591319,1.1594041479880741,12.206857176993704,0.29244535906907104,0.7269664808714952,0.6242607461863202,5.357478226528016,629174.8
35,48.29878563719069,3081.7836362126864,Industrial,429677.95671961585,1.2554245662764725,10.57853108857589,0.2570936111115041,0.7039676855271482,0.5267573841125011,5.212734589765886,451008.45
36,40.515668731764826,1812.581223225412,Mixed,247119.83415742268,1.4227811888001654,18.265315952799046,0.8084464924159385,0.7486227400947816,0.726111337809394,6.804673936706766,343239.01
37,15.578381574081849,659.0693459508735,Public,204077.80548313685,1.1083041994592322,26.293931340967955,0.5884529618267433,0.5202194156063307,0.9133563051921485,6.000712814844729,234517.38
38,5.334769643316002,841.1094608011794,Commercial,295914.3624614194,1.4308243362521489,2.3799125838372603,0.47431367307918376,0.9463966782103299,0.9186442207460106,6.706792518527063,228092.08
39,34.369534812351766,1204.052956761052,Industrial,91108.95922560012,1.3254683099971585,12.178642606292327,0.5346951281056058,0.9991515778669792,0.37594884154930686,8.865994829841048,276840.8
40,22.287548440110264,1329.7366405674602,Public,390490.94720857946,1.1420234481145894,5.5889815126426186,0.9431573884580986,0.5907435624293493,0.5998451986692055,7.716755525388484,253549.32
41,6.540892624816552,4268.018683421576,Industrial,312095.78459973313,1.2222554949605746,21.16527327122422,0.9286014501905178,0.5601914823873099,0.6253053693391246,5.47189652518116,572253.47
42,25.011257050507876,2849.991662584372,Commercial,133965.5435929254,1.027906792763308,4.066012252502912,0.7725411840980616,0.5717887317242976,0.9843307572666271,5.156780131001526,396819.07
43,2.2022317952033106,2664.6154657343955,Public,134704.4898960705,1.488518109817142,20.279424998827093,0.9077459019373502,0.8305135291171836,0.7745986106698091,6.756415736618044,433484.59
44,45.51135990289971,662.3674721591656,Commercial,132911.8932077034,1.2671458141352772,9.299245253139313,0.4557184220700998,0.8307204192253874,0.5850724920834494,5.101356559782677,201731.32
45,13.309609089200837,4314.684497412231,Residential,75651.07439837029,0.830692796747641,6.768587598379516,0.5048874608066263,0.9239620811392055,0.3182405201899151,5.120014161390759,533359.91
46,33.294853075522106,3641.7900857215704,Commercial,314509.30221725814,1.028635334023606,28.154224176924576,0.6909697454833825,0.8759131942131266,0.6957696120694371,1.1467531160785434,500854.63
47,15.929698266425842,431.57497331000775,Industrial,428156.6799148286,1.2363201036313403,1.5372127256327202,0.6989007578378114,0.7248448366846698,0.3672531829468493,2.5665772366657755,137275.47
48,26.243367048301636,3568.3919764258667,Mixed,57874.19629432487,0.8394332944594679,13.695540884797499,0.5853598704098728,0.8064276807826594,0.8841149701434341,5.396622759961778,483307.23
49,27.562158827492343,2763.337264978966,Commercial,72052.0902370731,0.8167189339234,1.6271827813920197,0.5205262787503626,0.844142335184004,0.8267630623992535,8.403881131453321,393366.4
50,9.650295548513588,500.45419415921344,Mixed,307746.6245091256,1.115016967669462,15.024198395025541,0.9889442492869562,0.7563682351426126,0.6223564119357251,3.5085430605441172,166175.08
51,48.49443907434565,2345.673143490417,Residential,418773.05842372356,1.032883125784869,15.530373956038128,0.8568989008941796,0.7378254922258183,0.6004475456791898,5.703790898180341,362111.22
52,38.86907475637517,2475.01180693723,Public,197032.50075588512,1.1068090256232161,10.328211670447663,0.5479841583104361,0.8225487228213266,0.9281372758981381,4.10465876283309,376148.31
53,47.00519760742736,912.2952468000511,Public,207326.47946347497,0.9838853169160037,4.832691548225687,0.7818339817916549,0.7787372744878269,0.5019208452926899,1.9432359058563011,176408.24
54,44.79395384616862,4733.920920301383,Mixed,318355.92387354915,0.9153024228600867,11.915238594299783,0.4156493546019676,0.8219711526679552,0.4743139734747395,9.624686347641706,618141.28
55,30.096048951148713,4264.879320255243,Public,173395.80010586616,1.2824003498862364,20.495625258044416,0.2801354609898639,0.8064273869816819,0.9574382029780335,8.692064832252715,615810.53
56,46.13277463364428,3378.2094529126307,Commercial,61973.76473495786,1.1601997813874605,23.689478450689315,0.48194482044219256,0.8595982802568274,0.8664720857274377,1.7064318202021576,484607.99
57,4.880378851570015,2365.2482489029753,Mixed,380852.8331457182,0.9401079478745569,16.391767469256127,0.5223782400987154,0.821401754391438,0.8744379151470363,7.4780853622145615,385520.83
58,10.201151689747688,2117.6511537640918,Industrial,331542.4608236539,1.0237125983819988,18.105197438752914,0.21322969964853666,0.7598712432186336,0.43663566999314785,4.128219139217501,352150.88
59,2.7387508010716344,3289.7699890396752,Commercial,311340.1995750466,1.2142655353643281,6.817874762614928,0.8518336013087169,0.8408984056421933,0.40030719400165404,9.953648263556133,465548.57
60,16.603851372781584,2772.6161600938367,Commercial,383757.8580463204,0.8505605437907345,9.332579663601834,0.4873547219113452,0.724740982592714,0.3182206848719944,3.7215866784607994,378812.74
61,19.73952583962936,405.1382188212395,Commercial,353853.8769029169,0.9032171064863257,5.6949726915183945,0.6643345326241177,0.6208356129863005,0.465929056243076,3.148646008263399,132210.35
62,13.931777072807847,2611.262978974625,Industrial,142646.8946802445,0.8512719228751732,8.229565150133729,0.2591705498167648,0.5007091100669577,0.8419333442000272,6.111014934748646,389761.41
63,41.522506703020504,4051.3777244409134,Residential,208616.471124508,1.3686221328998833,7.521716626540421,0.3399974630004672,0.7799820735729216,0.4680268931349048,8.516135470088837,560360.19
64,18.15928967133267,2350.2754002250945,Public,106749.56375538124,1.3266864632484063,16.06401480534589,0.9117549802620479,0.7953276133043206,0.8103722985164132,2.7326698463781818,366021.35
65,14.406258229525347,354.5872300159152,Mixed,108435.65603804647,1.32731905231548,17.317973917931152,0.6869500223062406,0.9860244823878572,0.47633578575719504,7.384624927473981,192303.28
66,27.3634561163333,3952.763176981762,Residential,354288.08586044266,1.3014277404332195,28.403475203823632,0.9602272401363885,0.6807391670471378,0.5767047485654702,1.5526592482700952,537654.64
67,7.475749136250751,1086.6825324662746,Mixed,436370.0481421242,1.2685697965689084,6.671548765944168,0.9990000275130535,0.6970666214141559,0.9882136029379858,9.270412687994476,251595.33
68,40.20875054732496,1367.24209095139,Public,483229.66273751255,1.1338943407647224,19.608595594683383,0.4974880922664755,0.6008997906710951,0.4713682118988949,1.729674245325689,265812.88
69,4.190256862148656,907.0611318182499,Industrial,332756.20289724995,1.2495947144549806,24.700518800638164,0.4390424512666197,0.535267147618661,0.5634594391087873,9.228082387097462,276820.1
70,49.35090336172561,1718.053817870338,Commercial,132845.59551243065,0.8268530883515823,17.24700244970852,0.8866848441272774,0.8864022464308703,0.5107610263256496,5.417265245074326,288351.74
71,38.72611608018454,3808.0823778743115,Commercial,97542.65545201881,1.2350250958597493,8.395105922531195,0.9988891416299635,0.6248405321696625,0.3767374904310016,5.032820015163279,492094.44
72,10.336426235941534,2644.990711569293,Industrial,415782.937191541,1.344514393875814,8.613956670580006,0.703712987385966,0.8044524305150189,0.6429258994915774,9.75976371550339,419499.73
73,0.7733447976183188,1103.9182433384915,Residential,310440.41436199966,1.150250852269073,2.1383385390589975,0.836112578009218,0.8438865177727408,0.5650834643331015,9.913457599283971,237965.0
74,40.86534070851429,4401.367382945,Residential,328228.2594561739,1.050259329899066,9.85788256990597,0.8253966870522196,0.7356183436458239,0.786420960065096,6.851603133649108,567603.56
75,35.48943852045705,4409.951089262493,Mixed,401657.93993961916,0.9941987143606854,22.59350669109802,0.4842717665756376,0.9381760565135958,0.8723161828660824,2.1440736267134364,579548.32
76,36.58585481802887,4365.834282725434,Industrial,366474.7524796032,1.2499614351134578,2.378014959006201,0.6594163042056698,0.7218974204898644,0.6809748001469469,5.555530770896823,555458.46
77,38.67788216095431,1270.1014357695424,Residential,425506.2137852435,1.2849608390409362,7.359563192640089,0.8664455530113708,0.6424543115208825,0.3225374954611358,5.762467908600962,245247.93
78,4.165210260837473,2311.072786486842,Industrial,75296.25745694531,1.4096773199037798,21.480742457421677,0.7504911010088444,0.9480077614808111,0.7332456493643051,5.630017853217788,394854.29
79,18.244053562941495,4926.449315090288,Public,386384.28653592715,1.0396338577226936,23.696895321863423,0.2169310511856306,0.9307821421249782,0.3387735110146574,6.125426546680088,652927.97
80,6.235518446493921,3882.861133918953,Commercial,432883.74079494295,1.33884061516991,14.204233891795925,0.46936453511802684,0.5820199735382066,0.7314494265193174,1.168522424149516,520028.42
81,43.22361958084188,233.12036400524312,Commercial,178760.76910624147,1.1929490769325366,21.244155815880816,0.3155805572756843,0.5129805091769605,0.7795209644884319,7.401045533234521,198580.71
82,31.35325727796412,419.50249717641105,Commercial,338201.2732969638,1.4179855434746553,12.250612890991869,0.3863777696624313,0.5449927781748103,0.43843733933226287,7.411548717576892,201595.68
83,16.879452230206134,2373.2637463804303,Industrial,191372.92872663744,1.1694684758069345,5.637484105699698,0.9243915819930606,0.6432736992769086,0.8735423041052397,2.0392279766009915,337021.22
84,3.64613833915817,4555.179008721645,Industrial,481086.9799171043,1.162340879878577,12.546335312164288,0.22951463112861453,0.9861299008708553,0.937759592101834,6.1321549820122065,611256.57
85,15.893624924925279,2739.6388099682995,Mixed,65040.60759597669,1.2045139570086363,17.819066785891142,0.37584056956953904,0.7792580765804125,0.8691608748796738,6.115250641921971,436515.85
86,16.59657444032398,2539.281289368022,Commercial,310906.7797248298,1.3245207485997041,28.493545173733818,0.4476554817905852,0.6866308660146344,0.5135764331484575,7.142053781713601,439692.78
87,36.61550582773417,616.8211297874899,Mixed,124926.59617228179,1.4752833351799226,2.9937776105716423,0.6935072575731158,0.9443580473063732,0.7106501087119441,1.7685792292157299,173683.56
88,32.05909483208305,3318.222513149041,Commercial,370499.0923297214,0.851494347951036,15.714428721503857,0.6272813520686924,0.7265681657392498,0.9403706044338593,6.638529765394868,469023.55
89,44.41703075752817,4128.305486941104,Mixed,129150.62753839794,0.8374042216737121,10.538673568111006,0.3746155862827089,0.6576193142005106,0.5244653083559949,3.5267675567170707,522676.69
90,23.87463879551649,1964.0580367870555,Mixed,155922.4678542609,1.456285236185137,15.741039134024142,0.33139285377852357,0.9706097643728286,0.8740194755857975,5.5630269144655475,366064.05
91,6.419915173945935,3900.4980695341046,Public,272466.86497059115,1.1709129378627443,1.6952879739194187,0.38943842767689507,0.924758833096339,0.30663259188318753,7.95991197433669,516226.57
92,35.80561696753825,4825.935604113977,Mixed,461675.72749859514,1.2304321101968552,10.077735286345858,0.6020237013613245,0.9218341877097205,0.30255269194927337,7.35081342726712,619029.48
93,38.15885990653642,1098.4556497256767,Industrial,145271.46746658688,1.1376965211163101,24.776176278283145,0.4169422285689628,0.7561423715251065,0.8317981622372772,2.0701271591019403,260767.81
94,28.283221279690064,2664.3151928542325,Mixed,114908.00950314658,0.8655602168252322,17.064310281784486,0.9580820012861777,0.8947191994077275,0.8330133074889847,6.320663084044659,393362.82
95,38.66287540775077,1506.9759946144202,Commercial,391539.5743343138,1.3376625648930665,14.066892291667404,0.5710921771430781,0.5896766796322759,0.8522840314966056,9.722048778466647,324243.21
96,24.94288202003734,3984.986653265813,Mixed,275278.7895502689,1.3230572515620107,9.280227079744847,0.24703681323570967,0.7866114787781218,0.9510187865217137,2.4109249360150202,536876.26
97,26.375275054408707,2930.2074928176717,Residential,460303.3005717971,1.0181923250449685,9.643233160949322,0.7834131246693068,0.9919229614237728,0.38253441827419893,8.676163789528733,420754.08
98,21.663280408748207,3209.4538459964883,Commercial,115976.55072192903,1.0143674716598803,12.10994157412695,0.4630762305671917,0.6454792152589808,0.46238948948858183,7.322932724983993,457855.98
99,1.7582467738327119,4009.779382117881,Residential,340667.5518603677,1.3864889666338631,25.23155058897225,0.7227911456465981,0.8971761646238376,0.9326074442616652,7.966029816187837,587554.98
100,5.8406256361685704,2040.2553160460288,Commercial,154795.61576831678,0.8506500804189286,29.049182997439782,0.4236754964185856,0.7452392036040336,0.4240653384406474,3.537624944283809,348119.47
101,2.0557446914933455,4583.941335194511,Industrial,120542.19289323769,1.4167736038495962,13.72100605916086,0.656594993386656,0.5199028416110436,0.7775604873036087,3.591000364418582,600482.97
102,32.00231535755713,2711.8414495060856,Industrial,357543.2368207717,0.9796631829271402,12.407232323685093,0.8177220038459718,0.8815096989078337,0.6713241000285708,9.154175101988393,409653.69
103,16.06062106327817,873.9786318932053,Industrial,317158.0789589299,1.2150893234288458,25.54997249877602,0.9424069934196433,0.5842845721960563,0.3582355737960551,4.238488288833028,229343.28
104,25.674249212652786,3509.905679027132,Residential,389672.35626304906,1.4551959253012443,13.380254298452805,0.40890171554646165,0.8157367835663751,0.49968456335907296,1.5671385162352944,486076.01
105,45.42454045934161,3986.9806171474465,Public,189258.15940078205,1.2746857510756526,17.008526996573885,0.467885560799185,0.5428320970234864,0.6642605515086775,6.405370332215051,557733.24
106,12.83996534286931,1652.1322176308806,Commercial,251587.24537198548,1.0901008687269256,7.697308273363588,0.5714131362287518,0.9734336987479824,0.8966450816786837,2.123359021376584,276514.41
107,20.81395469026367,4300.178359293889,Industrial,232462.25434868832,1.2826739462337906,22.56157353759318,0.9417398701887911,0.6458619435901805,0.7952769427302715,8.169366172671173,597771.42
108,37.89978135788091,4540.101948352255,Commercial,492840.2587849314,1.040785745421459,16.427661229852674,0.9211094854485258,0.6132323458386975,0.7353182130184531,6.775717982509517,589872.88
109,11.825509191835312,1456.8319881512637,Residential,181512.03053272454,0.9940808914444303,24.462001956969907,0.27190262408051047,0.5645682020331672,0.6472230229589904,8.872538546990874,323459.89
110,4.310505536525254,4919.255216304588,Public,182667.7572560451,1.4976782945542757,23.641249170831422,0.3055438606030487,0.973001096669524,0.509078788669894,8.063535248043717,685427.58
111,14.842696919231518,789.4864874389162,Residential,209546.69397287333,1.3255531618258514,7.235138279830829,0.5964073418645106,0.8559518712206526,0.3834714379234828,2.0090228350437656,189521.92
112,8.480453719073218,1089.8767751722007,Commercial,304067.3365806447,1.2513039841672724,21.75343096617511,0.2852954182443388,0.8708304443590443,0.5863532241962668,4.429636087909801,270389.2
113,46.52003379095736,1002.7017122663281,Public,163545.23491868534,1.048702750253523,24.20157783058977,0.476464698678958,0.7497022806901223,0.3199629457379048,7.971042249231285,263075.28
114,40.50195878843864,4480.549579038565,Public,461880.47317067324,0.8344125804085337,11.037109982689458,0.31870830257398214,0.7373638926352417,0.44773912248679537,4.756073259396931,565025.92
115,31.853485947265963,3306.033506392313,Residential,169558.50418981857,0.821739813224609,6.005664274165961,0.7088322841055088,0.5550106214957383,0.6027383631108618,9.751289363019804,453243.14
116,43.63729921429203,845.3109877891371,Industrial,453117.0792020876,1.1879268788141593,1.0763325118080571,0.9595963453913294,0.7799205477919959,0.5930236299703405,7.621664049041043,197274.8
117,40.28176780650617,2257.58475000491,Commercial,96563.7786409631,1.3334229047273358,14.076205939701296,0.9973870162355052,0.6234582475543953,0.33100680169789465,1.1394992502128893,332998.87
118,9.735217914858774,3114.96032284203,Mixed,345453.2160798435,1.1761654333106986,11.220549214626406,0.5001929059975319,0.9885726664002029,0.7123421074677039,8.919871224047528,466588.99
119,44.6816704252539,508.9740164479781,Mixed,458143.48329720966,1.3885495503573801,17.09238518093686,0.6792101096916898,0.8982904700075737,0.6847789790972654,1.9072430638170184,187391.15
120,27.197440974824712,4423.84020519596,Residential,125937.2472792033,0.8233985731652552,6.4531916850747875,0.8850141228192652,0.7064960300964438,0.354673012814639,2.2647135176207724,518335.4
121,40.468287680621096,4037.657323663522,Commercial,485747.13204466476,1.056726453498158,25.93030088232778,0.2939696582371072,0.5756706293457665,0.9602141367223074,7.610431605499459,586913.33
122,44.85651934621291,2575.5131905255275,Commercial,253797.51218698025,0.9659492738219246,8.47490125321518,0.7516515288415719,0.892665845569392,0.36956794526560205,8.784717034874323,381566.4
123,16.24117201110726,4838.920414769935,Residential,475571.79879846104,1.1130910777099854,7.566458547541849,0.5270749293800546,0.561026883540658,0.8983839058661351,5.827146651096004,615981.61
124,5.9475702641199995,2147.0287984479883,Commercial,354569.01963352115,0.8506634752358858,14.940707638046323,0.3649169282241313,0.5946668767485352,0.3002168123405041,3.6014475965120125,330172.54
125,11.782790545826114,4922.140563278839,Industrial,185714.0914430982,1.4678921490997507,15.466679688583953,0.5222028949979536,0.6057602588721137,0.9175967665317681,4.16183990727858,650044.15
126,21.641835536999686,3372.8079941377728,Residential,134736.1362126979,0.9562787807485527,7.237471634767692,0.2607682295719335,0.7784453191365472,0.31380381254301876,4.086003966364504,448455.06
127,40.99173091316341,3209.889238944313,Industrial,186680.77080129474,1.4456154428385095,8.883961075051557,0.7563257188714447,0.8935283269951831,0.8304684223244811,3.94010293428561,454668.46
128,43.106163871189,913.1789869493465,Commercial,91857.83416820374,1.0981252085256772,5.921451935502104,0.4021941349987625,0.657157439362346,0.5531835679101771,3.1861870463948483,203001.32
129,0.8441304612939398,4421.446015692755,Residential,114740.58485449839,1.4898668932786525,21.835345171371838,0.4491245160359024,0.5423349071376447,0.8167517600954239,6.479803851663098,625570.84
130,25.781991477589504,2194.699470811014,Commercial,97097.19815591651,1.1878408684221475,23.332581906368375,0.2968650385931702,0.7322692317622096,0.5812216437974849,9.103647867085606,403766.9
131,21.16184465586456,894.9436883341489,Residential,240324.59468370097,1.4515830049230654,14.407526426319196,0.8917272911119134,0.8740551205799678,0.3496355456322892,3.7637417177500705,219954.67
132,11.494336618301148,161.77684788121928,Commercial,408010.2693159139,0.803744292085956,21.708523657865506,0.5947554234261909,0.6108319215436941,0.8372546867767547,2.6802486771527088,142090.54
133,6.433335683017299,2842.8028498280746,Industrial,113622.59939735309,1.3237671643266302,22.34212636618592,0.6577175022291202,0.6099622740196871,0.34987687972495546,8.547198997342823,455148.75
134,17.211950984479582,2684.258148401114,Industrial,108644.19492755114,1.4321354571717608,5.009990302656449,0.6555461464758837,0.9736135136733555,0.9454843051728525,7.676049978007329,417676.02
135,47.1740303436697,3624.832749608877,Commercial,339543.02728279884,0.8978043968852679,29.019162720201564,0.5283944916330734,0.977076863559589,0.33568182505416294,9.377533284039194,533188.15
136,16.498545135027385,4462.26445978723,Residential,138732.3418856298,0.867288096212506,24.8099264657965,0.3540239323505116,0.9952328660307882,0.6355276944400607,2.4896776204441866,583752.79
137,26.180135776296623,489.09226475084466,Mixed,93924.51714904622,1.097200825030169,6.9300203746788815,0.7961061987987199,0.9038298007873901,0.8061241015955569,2.298261827049324,151368.08
138,35.299438465311304,3684.3328026677755,Industrial,125081.86019250994,1.4535752342930546,6.398786036636037,0.3016450122861395,0.5940920845839728,0.5752725253544264,5.87286454874497,515729.54
139,18.49966531777505,1018.3185260781529,Industrial,465679.12814454926,1.179670592133307,4.6441732218078995,0.28309903222304844,0.6059907603996306,0.45206343221470424,6.529902893515858,233305.15
140,48.603213094687554,4305.067560470104,Mixed,419662.0637492859,1.1692195246052126,5.012978313715633,0.7681160300772027,0.670112620761196,0.8313636729772189,5.321560976736306,549199.67
141,48.1411410996345,4113.411217922115,Commercial,209329.05305979235,0.8987882828095254,22.69669217183219,0.3670696163615871,0.6590662656667454,0.8490062933521085,6.390699726914879,569598.87
142,12.963223643355526,2749.8893994291675,Residential,345119.34529732674,0.8005526577652532,14.619973451597083,0.4454182010822659,0.9782638745390045,0.9458864887680569,2.623417919875642,392925.15
143,25.11380104167308,3580.1897132542263,Commercial,291774.05315061717,1.3670980635218228,23.705091009456147,0.5801819736013922,0.8945369914408468,0.5633155773017544,5.316523787476751,524236.02
144,15.393476335930098,1640.315554600367,Public,354705.9185671538,0.8613021940903668,22.64139193615596,0.559481053383637,0.862004396080777,0.6543762141481287,6.922833048457011,313300.39
145,14.599604471684646,2408.7227047707916,Industrial,357202.0186082417,1.2436948731147268,18.533768691651428,0.7668633000519993,0.5929816120290659,0.5541899099922505,4.894358043238333,382683.83
146,2.3259038940493735,4126.020798781311,Public,332930.3067769968,1.440231518160634,20.904631590781708,0.6987454347546889,0.9547627796811649,0.4799572752959577,7.115026022349381,580634.05
147,30.673434532004894,2350.399466148748,Industrial,169745.61584178888,0.9460563392109017,1.5323160069951118,0.7155169298254926,0.913935189753087,0.8257230730763259,5.060721524984556,335753.15
148,25.382611649828643,1853.2115000946649,Industrial,67552.88934326815,1.2656909853658376,10.041551757345637,0.771243464524366,0.5818209206639618,0.5377562915118688,4.002396227580496,306322.54
149,3.048198186874473,2521.6409915264694,Public,255005.05189554897,0.8550890036952566,19.496843198522896,0.4340901819387723,0.9355851659804862,0.5997046093946464,3.7324454237838314,381536.47
150,14.292999979712267,4158.4213369423705,Public,450938.2481108167,1.2226286006863292,1.2710036511010818,0.4578666494403789,0.6361237681852356,0.5825715603368194,4.6981185308972915,530929.11
151,45.45916135534936,1742.5194321172764,Commercial,306273.7663333592,0.9147522046672419,1.956331366795209,0.5503981983164433,0.5404348729160531,0.798862857952722,1.2078066041398074,259416.63
152,12.358313588015134,951.4318063651446,Public,424575.96876585856,1.3151674923606245,25.70475149164111,0.44596973842682086,0.828411153257105,0.9424569382774759,7.016726246015024,282871.15
153,7.672296168515543,3588.8686996208257,Commercial,496230.9543325527,1.0108619063557358,20.83672098907008,0.9879502951766908,0.8269023296921654,0.7667292429151641,8.605950768822357,509825.83
154,24.72791163373937,4147.293242269601,Commercial,123627.29186222432,1.1243737061632524,8.695722260489974,0.8512415411371437,0.547466004782809,0.6301078172659628,4.191643849988067,526369.53
155,49.289697478474736,593.1236447653133,Commercial,361299.937613892,1.2196013794193352,20.95092236344256,0.3317237506048237,0.6594259044682912,0.8454435803172184,1.414298225275467,206240.92
156,12.48173593981927,1275.3831525041292,Industrial,353432.1081650111,0.9198913874663678,23.981243405038636,0.20447532470549562,0.9964072311277693,0.7486799268854962,9.880980376470019,309742.3
157,33.77070959659099,795.6627498288701,Industrial,490979.9513112253,1.3191464730323346,9.897034210192936,0.2342266145978143,0.8392133335043684,0.34242724998246943,3.373284299059603,212013.94
